rowID,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
1465,2,Raw seafood and rice,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$15,Anime,tea,"Friends,Strangers",None,Sushi
1466,5,5-8,"Week day lunch,Weekend lunch,At a party,Late night snack",$8-10,finding nemo,Water,"Parents,Siblings",None,Sushi
1467,2,2,"Week day dinner,Weekend dinner",12,Anime,Water,"Parents,Siblings",None,Sushi
1468,4,6,"Week day lunch,Week day dinner,Weekend lunch",20,Rush hour,water,Friends,A moderate amount (medium),Sushi
1469,4,6,"Weekend dinner,At a party",$13,None,None,Parents,None,Sushi
1470,3,5,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",12,N.A. (I only watched a few movies so I cannot think of any movie related to Sushi),water,Friends,A little (mild),Sushi
1471,3,Between 2 and 7.,"Week day dinner,Weekend dinner,At a party","$12

 ",Your name,Tea,Friends,None,Sushi
1472,3,5,"Week day dinner,Weekend dinner,At a party",13,Django Unchained,Tea,"Parents,Siblings,Friends",A little (mild),Sushi
1473,1,2-3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5 dollars,The samurai,Ramune,"Parents,Friends",None,Sushi
1474,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7 CAD,Oppenheimer,Diet coke,"Parents,Siblings,Friends",None,Sushi
1475,4,6,"Week day dinner,Weekend dinner,At a party",$17,Big Hero 6,Water,Parents,None,Sushi
1476,3,5,Week day dinner,$12,Shang-Chi and the Legend of the Ten Rings,Water,"Friends,Strangers",A moderate amount (medium),Sushi
1477,4,15,"Week day dinner,Weekend dinner,Late night snack",$15,Karate kid II,No Drink,"Parents,Friends,Strangers",None,Sushi
1478,5,10,"Week day lunch,Weekend lunch,At a party",$15,Crazy Rich Asians,Mango Pulp,"Siblings,Friends",A little (mild),Sushi
1479,4,5,"Weekend lunch,Weekend dinner,At a party",$20,Rush Hour,Soup,Parents,None,Sushi
1480,1,I think 5 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Perhaps 7 dollars.,Midnight Diner,Tea,"Parents,Siblings,Friends",None,Sushi
1481,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8$,7 samurai.,Water.,"Parents,Siblings,Friends,Teachers",None,Sushi
1482,3,rice and protein,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",40,Godzilla,tea,"Siblings,Friends",None,Sushi
1483,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22 bucks,Finding Nemo,Water,"Parents,Siblings,Friends",None,Sushi
1484,5,3,"Week day dinner,Weekend dinner",12,Finding Nemo,water,Strangers,None,Sushi
1485,5,6 ingredients,"Week day dinner,Weekend dinner",$15,Cars 2,Coke Zero,"Parents,Siblings,Friends",None,Sushi
1486,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17,Rush hour,water,Parents,None,Sushi
1487,2,3-6,Weekend dinner,20,Casablanca,Water,"Parents,Friends",A little (mild),Sushi
1488,4,"7 ingredients
Sushi rice (seasoned with rice vinegar, sugar, and salt)
Nori (seaweed)
Fish (e.g., tuna, salmon, shrimp, or crab)
Vegetables (e.g., cucumber, avocado, or radish)
Soy sauce
Wasabi
Pickled ginger (served on the side)","Week day lunch,Week day dinner,Weekend lunch,At a party",10 dollar,Jiro Dreams of Sushi ,Water.,Parents,None,Sushi
1489,2,2,"Week day lunch,Weekend lunch,At a party",10 dollars,Pacific Rim,Water,"Siblings,Friends",None,Sushi
1490,2,5,"Week day lunch,Week day dinner",$6,Train to Busan,Sake,"Parents,Friends",A little (mild),Sushi
1491,3,"Raw Salmon, rice, rice vinegar, cucumber, Avocado","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$10/serving,"Love, hard",Matcha tea,Friends,None,Sushi
1492,4,5,Weekend dinner,20,shogun,diet brisk,Siblings,A little (mild),Sushi
1493,5,Typical style would consist of 6-7 ingredients. ,"Weekend lunch,Weekend dinner,At a party",One serving would be expected around $6. ,Finding Nemo was the first movie in my mind. ,I would have water to pair with this food. ,"Siblings,Friends",None,Sushi
1494,3,I would expect this food item to contain 4 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",I would expect to pay $15 for one serving of this food item.,I think of Your Name when thinking of this food item.,I would pair green tea with this food item.,"Friends,Teachers,Strangers",None,Sushi
1495,3,7,At a party,20,Kung Fu Panda,Water,Strangers,None,Sushi
1496,2,3,"Week day lunch,Late night snack",$8,My neighbor Totoro,Ramune,"Friends,Strangers",None,Sushi
1497,5,4,"At a party,Late night snack",$12 CAD,Rush Hour,Water,"Teachers,Strangers",A little (mild),Sushi
1498,4,4,"Week day dinner,Weekend dinner",$10,The Room,Water,Strangers,A lot (hot),Sushi
1499,5,6,"Week day dinner,Weekend dinner",20,Fallen Angels,Sake,"Siblings,Friends",None,Sushi
1500,5,Two,Weekend dinner,$50,totoro,water,Parents,None,Sushi
1501,2,2,"Weekend lunch,Weekend dinner,At a party",20,isle of dogs,sake,"Parents,Siblings",None,Sushi
1502,2,Three,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Ten dollar,Japanese movie,Coke,"Parents,Friends",None,Sushi
1503,2,Around 4,Week day lunch,$7-$12 depending on the size,My Neighbor Totoro,"Water, Tea or Lemonade",Friends,A moderate amount (medium),Sushi
1504,5,6,"Week day dinner,Weekend dinner",14,Big Hero 6,Water,Friends,None,Sushi
1505,4,"3 to 5 seaweed, rice, meat, cucumber or carrot or avocado.","Week day dinner,Weekend dinner",20 to 35 dollars.,Shin-chan the Movie: Chounouryoku Daikessen - Tobe Tobe Temakizushi).,coca cola,Friends,None,Sushi
1506,1,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Monsters Inc,Water,Friends,None,Sushi
1507,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,John Wick,Sake,"Parents,Friends,Strangers",None,Sushi
1508,2,2 to 3,"Week day lunch,Weekend dinner,At a party",15,John Wick ,soup ,Parents,None,Sushi
1509,5,5,"Week day dinner,Weekend dinner",20,Shanghai Noon,Sake ,"Parents,Friends",A moderate amount (medium),Sushi
1510,4,4 to 8 ingredients,Weekend dinner,15$,Big Hero 6,Water,Siblings,A little (mild),Sushi
1511,4,"Rice, fish, wasabi, seaweed, salt, soy sauce.

atleast 6","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5-$10,Spirited away,Water,Strangers,A little (mild),Sushi
1512,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$12,Finding Nemo,Yakult,"Parents,Friends",None,Sushi
1513,4,I would expect this food item to contain about 3 to 7 ingredients,"Week day dinner,Weekend dinner,At a party",$16,One Piece,Miso soup,"Parents,Siblings,Friends",None,Sushi
1514,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$6.00,Turning Red,Water,"Siblings,Friends",A little (mild),Sushi
1515,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15,Madagascar,Water,"Parents,Siblings,Friends",None,Sushi
1516,4,4,"Week day dinner,Weekend dinner",$10,Turning Red,Water,"Friends,Strangers",None,Sushi
1517,1,2-3,"Week day lunch,Weekend lunch,At a party",20,no movie,water,Parents,None,Sushi
1518,5,12-15? Not sure to be honest. ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$13-15,We Live In Time. In one of the scenes the chef is making sushi (I watched it recently),Water or maybe juice,Friends,None,Sushi
1519,4,"2-6, mostly includes rice, nori, fish or other proteins, vegetables, and optional garnishes like sesa,e seeds or sauces","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 for 10,Kodoku No Gurume,barley tea,"Parents,Siblings,Friends",None,Sushi
1520,2,7,"Week day dinner,Weekend dinner,Late night snack",9 dollars,Blade runner,Coca cola,"Parents,Siblings,Friends",None,Sushi
1521,3,3-5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10,Fast & Furious: Tokyo Drift,Water,Parents,None,Sushi
1522,5,7-8,"Week day lunch,Weekend dinner",dollar each,Lucy,Tea,Friends,None,Sushi
1523,1,2,"Weekend dinner,Late night snack",12,Spirited Away,sprite,Teachers,None,Sushi
1524,4,4,"Weekend dinner,At a party",10 dollars,Cars 2,Water,"Friends,Strangers",A little (mild),Sushi
1525,3,3,"Week day lunch,Week day dinner,Weekend dinner",10,lost in translation,water,Friends,None,Sushi
1526,4,3,"Weekend lunch,Weekend dinner",10 CAD,47 Ronin,Iced Tea,Strangers,None,Sushi
1527,3,4,"Week day lunch,Week day dinner,Late night snack",9.99,home alone,water,"Siblings,Strangers",None,Sushi
1528,2,4,"Week day dinner,Weekend dinner",$12,The Last Samurai,Coca Cola,Teachers,A little (mild),Sushi
1529,4,3,"Week day lunch,Week day dinner,Weekend dinner",$18,John Wick,Saporo,Friends,None,Sushi
1530,4,6,"Week day dinner,Weekend dinner",$25,Home Alone 2,Sake,"Siblings,Friends,Strangers",A moderate amount (medium),Sushi
1531,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8,Japanese movie,iced tea,"Parents,Friends,Teachers,Strangers",A little (mild),Sushi
1532,4,5,"Week day lunch,Weekend lunch,Weekend dinner,At a party",$10,Godzilla,Tea,"Parents,Siblings,Friends",None,Sushi
1533,5,7,"Week day dinner,Weekend dinner",25,Hunger,Water,Friends,None,Sushi
1534,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,Cars 2,Sparkling water,"Parents,Siblings,Friends,Strangers",None,Sushi
1535,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,Spirited Away,Water,Friends,None,Sushi
1536,3,around 10 ingredients,"Week day dinner,Weekend dinner,At a party",around $15,Mulan,water,Strangers,A little (mild),Sushi
1537,5,regular california roll: 5,"Week day lunch,Weekend lunch,At a party,Late night snack","1 roll: =1.5 dollars

8 pieces: 12 dollars",The Breakfast Club,Jasmine tea,"Friends,Strangers",None,Sushi
1538,4,4,"Week day lunch,Weekend lunch",7,Mulan,water,"Friends,Strangers",None,Sushi
1539,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,The Intern,Coke,"Parents,Friends",None,Sushi
1540,5,20,"Weekend dinner,At a party",12 to 15 dollars,Karate Kid,Water,"Friends,Strangers",A little (mild),Sushi
1541,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10,The Meg (2018),Soy Sauce,"Parents,Siblings,Strangers",None,Sushi
1542,1,Around 5 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Around $10, but if it comes with high standard fish, I would say $20 or more.",Madagascar,Nestea,"Siblings,Friends",A little (mild),Sushi
1543,4,5,"Week day lunch,Weekend lunch,At a party,Late night snack",$6,Rush Hour 2,Sake,Friends,A moderate amount (medium),Sushi
1544,2,"3-44 Ingredients, fish (or any filling),rice, seaweed, and optional topping","Week day dinner,Weekend lunch,Weekend dinner",16,Rush Hour series ,Yuzu the alcoholic drink,"Parents,Siblings",None,Sushi
1545,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$12,Doraemon,Tea,"Parents,Friends",None,Sushi
1546,1,"Salmon, shrimp, seaweed, rice, cucumber, wasabi, soy sauce, ginger

8 ingredients","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One box, $10",Kill Bill,Water,"Friends,Strangers",None,Sushi
1547,4,Around 5 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10 dollars,Ultraman: Rising,Water,Strangers,A little (mild),Sushi
1548,3,"Depends on if it's sashimi or sushi rolls or anything else. Sushi rolls, 4+, sashimi, 2-3. Once again, depends on what you're getting.","Week day dinner,Weekend dinner","If it's sashimi, 20$ ish, give or take a few. If it's just a roll, a serving of 6 rolls is about 8-10 dollars for an average roll.",None.,Tea and water.,"Parents,Siblings",None,Sushi
1549,2,3-4,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",12-18 dollars,21 Jump Street,Water,"Parents,Friends",None,Sushi
1550,4,Around 8?,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$9,"Ratatouille, because sushi needs to be sliced and they slice food in Ratatouille.",Water ,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
1551,2,2,"Week day dinner,Weekend dinner,At a party,Late night snack",3,Japanese,Tea,"Siblings,Friends",None,Sushi
1552,3,"Rice, dried seaweed, and raw fish","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Around $5-15,Pearl Harbour,"Water, sake","Parents,Friends,Teachers,Strangers",None,Sushi
1553,3,"6 ingredients

Fake Crab Meat

Cucumbers

Avocado

Seaweed

Sushi Vinegar

Rice","Week day lunch,Weekend lunch,Weekend dinner",I expect to pay for 15 dollars for one serving of this food item.,I think about the movie Good Time when thinking of this food item.,I will pair this food item with green tea.,Teachers,None,Sushi
1554,4,dried sea crunchies,Weekend lunch,25CAD,Who am I (2005?),coca cola,"Siblings,Friends",A moderate amount (medium),Sushi
1555,3,2,"Week day dinner,Weekend lunch,Weekend dinner",25,Finding Nemo,Sake,"Parents,Strangers",None,Sushi
1556,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$7,Memoirs of a Geisha,Water,Friends,None,Sushi
1557,2,5-10,"Week day lunch,Weekend lunch,At a party,Late night snack",20,Howl's Moving Castle,Alcohol,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
1558,2,3,"Week day dinner,Weekend dinner",20,Memory of a Geisha,Hot tea,Siblings,None,Sushi
1559,5,4,"Week day dinner,Weekend lunch,Weekend dinner",13,Your Name,Green Tea,Parents,None,Sushi
1560,3,"rice, vinegar, fish, soy sauce, wasabi. so 5 ingredients.","Week day lunch,Weekend lunch,Weekend dinner",15 dollars,last samurai,green tea,Parents,None,Sushi
1561,4,4,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",$20,Shark Tale,Water,"Parents,Siblings",A little (mild),Sushi
1562,5,"wasabi

dikon radish

ginger

raw fish or different kinds but mostly salmon & tuna

lettuce

seaweed salad

soy sauce","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",sushi small order = 6 pieces with meat not tofu = $12,"I think of Ninja movies with I think of sushi, especially Japanese Anime ninja movies","I think of sake, suju and Coke Cola for sushi food item","Parents,Siblings,Friends,Teachers",None,Sushi
1563,2,4,"Week day lunch,Week day dinner,Weekend dinner",18,ratatouille,water,"Friends,Strangers",None,Sushi
1564,4,I would expect this food item to contain between 3 and 5 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",I would expect to pay between $10-20 CAD for one serving of this food item.,I think of the movie Jiro Dreams of Sushi. It is a movie about  an 85 year old sushi master behind a three Michelin star sushi restaurant and his sons who are set to take over the business.,"I would pair this food item with a green tea or simply just water. The reason I say green tea is because it can be hard to digest, so the tea helps! Often times, restaurants/buffets that serve this food will also make green tea an optional drink!","Parents,Siblings",None,Sushi
1565,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,Rush Hour,Cocktail,"Parents,Friends,Strangers",None,Sushi
1566,3,4,"Week day lunch,Weekend lunch",$15,Howl's Moving Castle,Water,"Friends,Strangers",None,Sushi
1567,3,"At least 4:

- rice, vinegar, seaweed, fish","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",2$ to 4$,City Hunter,Miso soup,"Parents,Siblings,Friends",None,Sushi
1568,3,4 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 5 dollars,Mulan,Tea,"Parents,Siblings,Friends",A lot (hot),Sushi
1569,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8,Spirited Away,Tea,"Parents,Siblings",None,Sushi
1570,4,5-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20,Some Ghibli movie,Tea,"Parents,Siblings",None,Sushi
1571,2,4,Late night snack,11.02$,Alita:the warrior,rice tea,Strangers,I will have some of this food item with my hot sauce,Sushi
1572,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10,Monsters Inc.,Jasmine tea,"Parents,Siblings,Friends",None,Sushi
1573,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12,monsters Inc,Tea,"Parents,Siblings,Friends",None,Sushi
1574,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8,The karate kid,Soju,"Parents,Strangers",A moderate amount (medium),Sushi
1575,2,"9

rice, vinegar, seaweed, sauces, 5 fillings",Weekend dinner,$7,John Wick: Chapter 3 - Parabellum,water,"Siblings,Friends",None,Sushi
1576,2,"at least 2 but I'll say about 3-4 ingredient. if only 1 number, then take 3.","Week day dinner,Weekend lunch,Weekend dinner","it depends on how big the portion is. let say 8 pieces of salmon roll then I will happy to pay around 7 cad but sushi is usually expensive and 8 piece of sushi won't make me full. if to eat and be happy then 18-20 cad. but since for the other data I only say for not so full, so my final answer is 15.","almost all asian movies, especially Japanese. Not any movie in particular comes in mind.",I would pair it with water to reserve the sushi taste.,"Parents,Siblings,Friends",None,Sushi
1577,5,5 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.00 dollars,Haikyu,Soju,"Friends,Strangers",A moderate amount (medium),Sushi
1578,2,3,"Week day lunch,Weekend lunch,At a party",1$,Oppenheimer ,Sake,Friends,A lot (hot),Sushi
1579,4,This food could contain anywhere between 2 to 5 ingredients.,Weekend lunch,$30,I don't think of any movies. I think of anime.,Water.,Parents,None,Sushi
1580,4,5,"Week day dinner,Weekend dinner,At a party",10,The Spy Next Door,tea,Parents,None,Sushi
1581,3,5,"Week day lunch,Weekend lunch,Weekend dinner",$10,Rush hour,Lemonade,Friends,A moderate amount (medium),Sushi
